,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,cars,average_pm
109,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,0,0,4000000.0,33.0
110,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,0,0,4000000.0,40.0
111,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,0,0,4000000.0,37.0
112,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,0,0,4000000.0,41.5
113,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,0,0,4000000.0,53.0
114,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,0,0,4000000.0,57.5
115,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,0,0,4000000.0,59.5
116,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,0,0,4000000.0,72.0
117,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,0,0,4000000.0,95.0
118,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,0,0,4000000.0,86.0
119,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,0,0,4000000.0,58.0
120,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0,4000000.0,53.0
121,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,0,0,4000000.0,66.5
122,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,0,0,4000000.0,63.5
123,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,0,0,4000000.0,47.0
124,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,0,0,4000000.0,35.5
125,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,0,0,4000000.0,27.5
126,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,0,0,4000000.0,24.5
127,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,0,0,4000000.0,23.0
128,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,0,0,4000000.0,22.5
129,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,0,0,4000000.0,24.5
130,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,0,0,4000000.0,31.5
131,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,0,0,4000000.0,38.0
132,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,0,0,4000000.0,35.0
133,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,0,0,4000000.0,32.0
134,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,0,0,4000000.0,42.0
135,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,0,0,4000000.0,48.5
136,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0,4000000.0,50.5
137,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0,4000000.0,54.0
138,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0,4000000.0,76.0
139,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,0,0,4000000.0,85.5
140,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0,4000000.0,90.0
141,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0,4000000.0,118.5
142,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0,4000000.0,112.5
143,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0,4000000.0,112.0
144,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0,4000000.0,129.0
145,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,0,0,4000000.0,128.5
146,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,0,0,4000000.0,86.5
147,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0,4000000.0,40.0
148,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0,4000000.0,33.5
149,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0,4000000.0,29.0
150,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0,4000000.0,26.0
151,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,0,0,4000000.0,23.5
152,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0,4000000.0,23.5
153,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0,4000000.0,25.5
154,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0,4000000.0,33.5
155,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0,4000000.0,41.0
156,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0,4000000.0,42.0
157,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0,4000000.0,48.5
158,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0,4000000.0,53.5
159,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0,4000000.0,51.5
160,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0,4000000.0,54.0
161,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0,4000000.0,53.5
162,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,0,0,4000000.0,52.0
163,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0,4000000.0,60.5
164,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,0,0,4000000.0,86.5
165,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0,4000000.0,132.5
166,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,0,0,4000000.0,178.5
167,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,0,0,4000000.0,194.0
168,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0,4000000.0,200.0
169,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0,4000000.0,202.5
170,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,0,0,4000000.0,235.0
171,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,0,0,4000000.0,219.5
172,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,0,0,4000000.0,137.0
173,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,0,0,4000000.0,105.0
174,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0,4000000.0,90.5
175,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,0,0,4000000.0,76.0
176,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,0,0,4000000.0,68.5
177,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0,4000000.0,79.0
178,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,0,0,4000000.0,113.5
179,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,0,0,4000000.0,145.0
180,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,0,0,4000000.0,176.5
181,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,0,0,4000000.0,224.0
182,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,0,0,4000000.0,225.0
183,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,0,0,4000000.0,215.5
184,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,0,0,4000000.0,240.5
185,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,0,0,4000000.0,231.0
186,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,0,0,4000000.0,215.5
187,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,0,0,4000000.0,223.0
188,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,0,0,4000000.0,226.5
189,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0,4000000.0,225.5
190,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0,4000000.0,196.5
191,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0,4000000.0,168.5
192,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,0,0,4000000.0,167.0
193,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0,4000000.0,162.0
194,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0,4000000.0,163.0
195,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0,4000000.0,181.5
196,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0,4000000.0,182.5
197,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0,4000000.0,162.0
198,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0,4000000.0,137.0
199,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0,4000000.0,112.5
200,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0,4000000.0,99.5
201,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,0,0,4000000.0,88.5
202,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,0,0,4000000.0,78.5
203,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,0,0,4000000.0,69.5
204,2010,1,9,12,40.0,-16,-6.0,1029.0,NE,23.24,0,0,4000000.0,53.0
205,2010,1,9,13,49.0,-16,-5.0,1029.0,NE,28.16,0,0,4000000.0,44.5
206,2010,1,9,14,50.0,-15,-4.0,1029.0,NE,33.08,0,0,4000000.0,49.5
207,2010,1,9,15,49.0,-14,-4.0,1028.0,NE,37.1,0,0,4000000.0,49.5
208,2010,1,9,16,41.0,-15,-4.0,1029.0,NE,38.89,0,0,4000000.0,45.0
209,2010,1,9,17,37.0,-15,-4.0,1030.0,NW,1.79,0,0,4000000.0,39.0
210,2010,1,9,18,45.0,-15,-7.0,1030.0,NE,3.13,0,0,4000000.0,41.0
211,2010,1,9,19,44.0,-15,-6.0,1031.0,NW,3.13,0,0,4000000.0,44.5
212,2010,1,9,20,54.0,-15,-7.0,1032.0,NW,4.92,0,0,4000000.0,49.0
213,2010,1,9,21,50.0,-15,-6.0,1032.0,NE,3.13,0,0,4000000.0,52.0
214,2010,1,9,22,47.0,-15,-8.0,1033.0,cv,0.45,0,0,4000000.0,48.5
215,2010,1,9,23,66.0,-15,-8.0,1033.0,cv,0.9,0,0,4000000.0,56.5
216,2010,1,10,0,75.0,-15,-11.0,1033.0,NW,0.89,0,0,4000000.0,70.5
217,2010,1,10,1,82.0,-17,-13.0,1033.0,NW,1.78,0,0,4000000.0,78.5
218,2010,1,10,2,66.0,-17,-12.0,1033.0,NW,4.91,0,0,4000000.0,74.0
219,2010,1,10,3,83.0,-17,-13.0,1033.0,NW,8.04,0,0,4000000.0,74.5
220,2010,1,10,4,62.0,-19,-14.0,1032.0,NW,9.83,0,0,4000000.0,72.5
221,2010,1,10,5,40.0,-18,-13.0,1032.0,NW,12.96,0,0,4000000.0,51.0
222,2010,1,10,6,23.0,-19,-13.0,1032.0,NW,16.09,0,0,4000000.0,31.5
223,2010,1,10,7,25.0,-19,-14.0,1033.0,NW,19.22,0,0,4000000.0,24.0
224,2010,1,10,8,27.0,-19,-14.0,1034.0,NW,22.35,0,0,4000000.0,26.0
225,2010,1,10,9,35.0,-17,-12.0,1033.0,NW,24.14,0,0,4000000.0,31.0
226,2010,1,10,10,50.0,-16,-7.0,1033.0,NE,4.02,0,0,4000000.0,42.5
227,2010,1,10,11,70.0,-15,-7.0,1033.0,NW,3.13,0,0,4000000.0,60.0
228,2010,1,10,12,75.0,-15,-7.0,1032.0,NW,6.26,0,0,4000000.0,72.5
229,2010,1,10,13,58.0,-14,-6.0,1031.0,NW,9.39,0,0,4000000.0,66.5
230,2010,1,10,14,70.0,-14,-6.0,1031.0,NW,12.52,0,0,4000000.0,64.0
231,2010,1,10,15,68.0,-13,-5.0,1030.0,NW,14.31,0,0,4000000.0,69.0
232,2010,1,10,16,71.0,-14,-5.0,1031.0,NW,16.1,0,0,4000000.0,69.5
233,2010,1,10,17,88.0,-14,-6.0,1031.0,NW,19.23,0,0,4000000.0,79.5
234,2010,1,10,18,84.0,-13,-7.0,1032.0,NW,23.25,0,0,4000000.0,86.0
235,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,0,0,4000000.0,83.5
236,2010,1,10,20,66.0,-15,-6.0,1033.0,NW,30.4,0,0,4000000.0,74.5
237,2010,1,10,21,27.0,-15,-4.0,1034.0,NW,35.32,0,0,4000000.0,46.5
238,2010,1,10,22,24.0,-16,-4.0,1034.0,NW,44.26,0,0,4000000.0,25.5
239,2010,1,10,23,22.0,-17,-5.0,1035.0,NW,52.31,0,0,4000000.0,23.0
240,2010,1,11,0,23.0,-17,-6.0,1035.0,NW,60.36,0,0,4000000.0,22.5
241,2010,1,11,1,27.0,-17,-8.0,1035.0,cv,0.89,0,0,4000000.0,25.0
242,2010,1,11,2,23.0,-19,-11.0,1036.0,NW,4.02,0,0,4000000.0,25.0
243,2010,1,11,3,17.0,-20,-11.0,1036.0,NW,8.94,0,0,4000000.0,20.0
244,2010,1,11,4,17.0,-21,-11.0,1035.0,NE,4.02,0,0,4000000.0,17.0
245,2010,1,11,5,16.0,-22,-12.0,1035.0,NW,3.13,0,0,4000000.0,16.5
246,2010,1,11,6,16.0,-22,-12.0,1035.0,NE,4.92,0,0,4000000.0,16.0
247,2010,1,11,7,20.0,-22,-13.0,1036.0,NW,5.81,0,0,4000000.0,18.0
248,2010,1,11,8,20.0,-22,-9.0,1036.0,NW,13.86,0,0,4000000.0,20.0
249,2010,1,11,9,18.0,-22,-10.0,1036.0,NW,21.91,0,0,4000000.0,19.0
250,2010,1,11,10,25.0,-22,-9.0,1036.0,NW,29.06,0,0,4000000.0,21.5
251,2010,1,11,11,26.0,-21,-9.0,1036.0,NW,33.08,0,0,4000000.0,25.5
252,2010,1,11,12,27.0,-20,-6.0,1035.0,NW,42.02,0,0,4000000.0,26.5
253,2010,1,11,13,28.0,-19,-5.0,1034.0,NW,50.96,0,0,4000000.0,27.5
254,2010,1,11,14,15.0,-19,-5.0,1033.0,NW,59.01,0,0,4000000.0,21.5
255,2010,1,11,15,24.0,-20,-5.0,1033.0,NW,66.16,0,0,4000000.0,19.5
256,2010,1,11,16,13.0,-20,-5.0,1032.0,NW,71.97,0,0,4000000.0,18.5
257,2010,1,11,17,13.0,-20,-5.0,1033.0,NW,76.89,0,0,4000000.0,13.0
258,2010,1,11,18,13.0,-20,-7.0,1033.0,NW,81.81,0,0,4000000.0,13.0
259,2010,1,11,19,17.0,-22,-7.0,1033.0,NW,85.83,0,0,4000000.0,15.0
260,2010,1,11,20,20.0,-22,-8.0,1033.0,NW,89.85,0,0,4000000.0,18.5
261,2010,1,11,21,27.0,-23,-10.0,1033.0,NW,91.64,0,0,4000000.0,23.5
262,2010,1,11,22,20.0,-23,-13.0,1033.0,NW,93.43,0,0,4000000.0,23.5
263,2010,1,11,23,15.0,-22,-12.0,1032.0,cv,0.89,0,0,4000000.0,17.5
264,2010,1,12,0,21.0,-22,-15.0,1031.0,cv,1.78,0,0,4000000.0,18.0
265,2010,1,12,1,21.0,-22,-14.0,1031.0,NE,1.79,0,0,4000000.0,21.0
266,2010,1,12,2,37.0,-22,-14.0,1031.0,NW,0.89,0,0,4000000.0,29.0
267,2010,1,12,3,26.0,-24,-18.0,1030.0,NE,1.79,0,0,4000000.0,31.5
268,2010,1,12,4,15.0,-24,-13.0,1030.0,NE,3.58,0,0,4000000.0,20.5
269,2010,1,12,5,9.0,-25,-14.0,1030.0,NW,3.13,0,0,4000000.0,12.0
270,2010,1,12,6,11.0,-24,-14.0,1030.0,NW,7.15,0,0,4000000.0,10.0
271,2010,1,12,7,11.0,-25,-12.0,1030.0,NW,12.96,0,0,4000000.0,11.0
272,2010,1,12,8,16.0,-26,-14.0,1030.0,NW,16.98,0,0,4000000.0,13.5
273,2010,1,12,9,13.0,-25,-12.0,1031.0,NW,21.0,0,0,4000000.0,14.5
274,2010,1,12,10,15.0,-25,-11.0,1031.0,NW,26.81,0,0,4000000.0,14.0
275,2010,1,12,11,21.0,-24,-11.0,1030.0,NW,35.75,0,0,4000000.0,18.0
276,2010,1,12,12,24.0,-23,-11.0,1029.0,NW,47.82,0,0,4000000.0,22.5
277,2010,1,12,13,22.0,-22,-11.0,1029.0,NW,63.02,0,0,4000000.0,23.0
278,2010,1,12,14,22.0,-23,-11.0,1029.0,NW,75.98,0,0,4000000.0,22.0
279,2010,1,12,15,22.0,-22,-11.0,1029.0,NW,88.05,0,0,4000000.0,22.0
280,2010,1,12,16,19.0,-23,-11.0,1030.0,NW,101.01,0,0,4000000.0,20.5
281,2010,1,12,17,23.0,-24,-11.0,1030.0,NW,109.06,0,0,4000000.0,21.0
282,2010,1,12,18,25.0,-24,-11.0,1032.0,NW,118.0,0,0,4000000.0,24.0
283,2010,1,12,19,25.0,-23,-11.0,1032.0,NW,126.05,0,0,4000000.0,25.0
284,2010,1,12,20,31.0,-23,-12.0,1032.0,NW,134.1,0,0,4000000.0,28.0
285,2010,1,12,21,25.0,-24,-12.0,1033.0,NW,142.15,0,0,4000000.0,28.0
286,2010,1,12,22,22.0,-23,-12.0,1033.0,NW,150.2,0,0,4000000.0,23.5
287,2010,1,12,23,22.0,-23,-12.0,1034.0,NW,160.03,0,0,4000000.0,22.0
288,2010,1,13,0,15.0,-24,-12.0,1034.0,NW,169.86,0,0,4000000.0,18.5
289,2010,1,13,1,16.0,-24,-12.0,1033.0,NW,178.8,0,0,4000000.0,15.5
290,2010,1,13,2,11.0,-25,-12.0,1033.0,NW,189.98,0,0,4000000.0,13.5
291,2010,1,13,3,11.0,-24,-13.0,1033.0,NW,198.03,0,0,4000000.0,11.0
292,2010,1,13,4,12.0,-25,-12.0,1032.0,NW,205.18,0,0,4000000.0,11.5
293,2010,1,13,5,11.0,-25,-12.0,1033.0,NW,215.01,0,0,4000000.0,11.5
294,2010,1,13,6,12.0,-25,-12.0,1032.0,NW,226.19,0,0,4000000.0,11.5
295,2010,1,13,7,27.0,-25,-12.0,1032.0,NW,235.13,0,0,4000000.0,19.5
296,2010,1,13,8,28.0,-25,-12.0,1032.0,NW,243.18,0,0,4000000.0,27.5
297,2010,1,13,9,34.0,-23,-11.0,1033.0,NW,252.12,0,0,4000000.0,31.0
298,2010,1,13,10,33.0,-23,-10.0,1033.0,NW,257.93,0,0,4000000.0,33.5
299,2010,1,13,11,36.0,-22,-9.0,1033.0,NW,263.74,0,0,4000000.0,34.5
300,2010,1,13,12,26.0,-21,-8.0,1031.0,NW,270.89,0,0,4000000.0,31.0
301,2010,1,13,13,49.0,-21,-6.0,1030.0,NW,278.94,0,0,4000000.0,37.5
302,2010,1,13,14,52.0,-20,-5.0,1029.0,NW,286.99,0,0,4000000.0,50.5
303,2010,1,13,15,47.0,-22,-5.0,1028.0,NW,294.14,0,0,4000000.0,49.5
304,2010,1,13,16,47.0,-21,-5.0,1028.0,NW,299.06,0,0,4000000.0,47.0
305,2010,1,13,17,39.0,-19,-7.0,1028.0,SE,1.79,0,0,4000000.0,43.0
306,2010,1,13,18,59.0,-19,-8.0,1028.0,cv,0.45,0,0,4000000.0,49.0
307,2010,1,13,19,76.0,-20,-9.0,1028.0,cv,1.34,0,0,4000000.0,67.5
